Financial Year,Month,Local Board,Location Name,_Sum of Checkouts Actual
FY19,Jun,Waiheke,Waiheke,9733
FY19,Jun,Franklin,Waiuku,7417
FY19,Jun,Rodney,Warkworth,11173
FY19,Jun,Rodney,Wellsford,4809
FY19,Jun,Hibiscus and Bays,Whangaparaoa,21064
FY20,Jul,Upper Harbour,Albany Village,22312
FY20,Jul,Other,Art Gallery,28
FY20,Jul,Whau,Avondale,7073
FY20,Jul,Kaipatiki,Birkenhead,23323
FY20,Jul,Whau,Blockhouse Bay,21644
FY20,Jul,Howick,Botany,25443
FY20,Jul,Waitemata,Central City,34324
FY20,Jul,Manurewa,Clendon,3446
FY20,Jul,Other,Content and Access,105
FY20,Jul,Other,Corporate,103
FY20,Jul,Other,Debt,19
FY20,Jul,Devonport - Takapuna,Devonport,20490
FY20,Jul,Other,Digital Library,0
FY20,Jul,Hibiscus and Bays,East Coast Bays,49465
FY20,Jul,Albert - Eden,Epsom,25090
FY20,Jul,Other,Events Library,19
FY20,Jul,Waitakere Ranges,Glen Eden,18357
FY20,Jul,Maungakiekie-Tamaki,Glen Innes,8351
FY20,Jul,Kaipatiki,Glenfield,31145
FY20,Jul,Great Barrier,Great Barrier,909
FY20,Jul,Waitemata,Grey Lynn,13170
FY20,Jul,Rodney,Helensville,5722
FY20,Jul,Henderson - Massey,Henderson,17563
FY20,Jul,Howick,Highland Park,28976
FY20,Jul,Mobile Libraries,Homecare North,254
FY20,Jul,Mobile Libraries,Homecare South,19
FY20,Jul,Mobile Libraries,Homecare West,224
FY20,Jul,Howick,Howick,30131
FY20,Jul,Rodney,Kumeu,13345
FY20,Jul,Waitemata,Leys Institute,11350
FY20,Jul,Waitemata,Leys Institute Little,0
FY20,Jul,Other,Library Connect,169
FY20,Jul,Rodney,Mahurangi East,7725
FY20,Jul,Mangere-Otahuhu,Mangere Bridge,9429
FY20,Jul,Mangere-Otahuhu,Mangere East,2710
FY20,Jul,Mangere-Otahuhu,Mangere Town Centre,963
FY20,Jul,Otara-Papatoetoe,Manukau,7733
FY20,Jul,Manurewa,Manurewa,15666
FY20,Jul,Henderson - Massey,Massey,0
FY20,Jul,Mobile Libraries,Mobile North,1031
FY20,Jul,Mobile Libraries,Mobile South & East,3717
FY20,Jul,Mobile Libraries,Mobile Tamariki,234
FY20,Jul,Mobile Libraries,Mobile Waka,146
FY20,Jul,Mobile Libraries,Mobile West & Central,2007
FY20,Jul,Albert - Eden,Mt Albert,8046
FY20,Jul,Puketapapa,Mt Roskill,37405
FY20,Jul,Whau,New Lynn,23042
FY20,Jul,Kaipatiki,Northcote,13363
FY20,Jul,Maungakiekie-Tamaki,Onehunga,16033
FY20,Jul,Other,Online Renewals,0
FY20,Jul,Hibiscus and Bays,Orewa,32867
FY20,Jul,Mangere-Otahuhu,Otahuhu,3655
FY20,Jul,Otara-Papatoetoe,Otara,2125
FY20,Jul,Other,Other,33973
FY20,Jul,Howick,Pakuranga,23156
FY20,Jul,Maungakiekie-Tamaki,Panmure,12548
FY20,Jul,Papakura,Papakura,23386
FY20,Jul,Otara-Papatoetoe,Papatoetoe,9962
FY20,Jul,Waitemata,Parnell,10563
FY20,Jul,Albert - Eden,Pt Chevalier,14914
FY20,Jul,Franklin,Pukekohe,27279
FY20,Jul,Henderson - Massey,Ranui,9755
FY20,Jul,Orakei,Remuera,30709
FY20,Jul,Orakei,St Heliers,33119
FY20,Jul,Devonport - Takapuna,Takapuna,34328
FY20,Jul,Henderson - Massey,Te Atatu Peninsula,15362
FY20,Jul,Henderson - Massey,Te Manawa,28632
FY20,Jul,Waitakere Ranges,Titirangi,16796
FY20,Jul,Otara-Papatoetoe,Tupu,1004
FY20,Jul,Waiheke,Waiheke,11076
FY20,Jul,Franklin,Waiuku,8846
FY20,Jul,Rodney,Warkworth,13287
FY20,Jul,Rodney,Wellsford,6002
FY20,Jul,Hibiscus and Bays,Whangaparaoa,24418
FY20,Aug,Upper Harbour,Albany Village,21867
FY20,Aug,Other,Art Gallery,12
FY20,Aug,Whau,Avondale,6214
FY20,Aug,Kaipatiki,Birkenhead,22553
FY20,Aug,Whau,Blockhouse Bay,18782
FY20,Aug,Howick,Botany,0
FY20,Aug,Waitemata,Central City,31771
FY20,Aug,Manurewa,Clendon,3197
FY20,Aug,Other,Content and Access,68
FY20,Aug,Other,Corporate,97
FY20,Aug,Other,Debt,0
FY20,Aug,Devonport - Takapuna,Devonport,18628
FY20,Aug,Other,Digital Library,0
FY20,Aug,Hibiscus and Bays,East Coast Bays,47885
FY20,Aug,Albert - Eden,Epsom,23196
FY20,Aug,Other,Events Library,19
FY20,Aug,Waitakere Ranges,Glen Eden,17772
FY20,Aug,Maungakiekie-Tamaki,Glen Innes,7691
FY20,Aug,Kaipatiki,Glenfield,29986
FY20,Aug,Great Barrier,Great Barrier,930
FY20,Aug,Waitemata,Grey Lynn,12510
FY20,Aug,Rodney,Helensville,5239
FY20,Aug,Henderson - Massey,Henderson,16883
FY20,Aug,Howick,Highland Park,31857
FY20,Aug,Mobile Libraries,Homecare North,316
FY20,Aug,Mobile Libraries,Homecare South,21
FY20,Aug,Mobile Libraries,Homecare West,109
FY20,Aug,Howick,Howick,31809
FY20,Aug,Rodney,Kumeu,12839
FY20,Aug,Waitemata,Leys Institute,11114
FY20,Aug,Waitemata,Leys Institute Little,0
FY20,Aug,Other,Library Connect,144
FY20,Aug,Rodney,Mahurangi East,7103
FY20,Aug,Mangere-Otahuhu,Mangere Bridge,8684
FY20,Aug,Mangere-Otahuhu,Mangere East,2219
FY20,Aug,Mangere-Otahuhu,Mangere Town Centre,2553
FY20,Aug,Otara-Papatoetoe,Manukau,8637
FY20,Aug,Manurewa,Manurewa,15462
FY20,Aug,Henderson - Massey,Massey,0
FY20,Aug,Mobile Libraries,Mobile North,1829
FY20,Aug,Mobile Libraries,Mobile South & East,4596
FY20,Aug,Mobile Libraries,Mobile Tamariki,112
FY20,Aug,Mobile Libraries,Mobile Waka,289
FY20,Aug,Mobile Libraries,Mobile West & Central,3429
FY20,Aug,Albert - Eden,Mt Albert,16783
FY20,Aug,Puketapapa,Mt Roskill,34713
FY20,Aug,Whau,New Lynn,21144
FY20,Aug,Kaipatiki,Northcote,12336
FY20,Aug,Maungakiekie-Tamaki,Onehunga,15580
FY20,Aug,Other,Online Renewals,0
FY20,Aug,Hibiscus and Bays,Orewa,28236
FY20,Aug,Mangere-Otahuhu,Otahuhu,3683
FY20,Aug,Otara-Papatoetoe,Otara,2105
FY20,Aug,Other,Other,28663
FY20,Aug,Howick,Pakuranga,26718
FY20,Aug,Maungakiekie-Tamaki,Panmure,11627
FY20,Aug,Papakura,Papakura,21706
FY20,Aug,Otara-Papatoetoe,Papatoetoe,9698
FY20,Aug,Waitemata,Parnell,9792
FY20,Aug,Albert - Eden,Pt Chevalier,13706
FY20,Aug,Franklin,Pukekohe,25031
FY20,Aug,Henderson - Massey,Ranui,9896
FY20,Aug,Orakei,Remuera,28754
FY20,Aug,Orakei,St Heliers,31701
FY20,Aug,Devonport - Takapuna,Takapuna,32997
FY20,Aug,Henderson - Massey,Te Atatu Peninsula,13638
FY20,Aug,Henderson - Massey,Te Manawa,26759
FY20,Aug,Waitakere Ranges,Titirangi,16583
FY20,Aug,Otara-Papatoetoe,Tupu,104
FY20,Aug,Waiheke,Waiheke,10556
FY20,Aug,Franklin,Waiuku,8560
FY20,Aug,Rodney,Warkworth,13445
FY20,Aug,Rodney,Wellsford,5532
FY20,Aug,Hibiscus and Bays,Whangaparaoa,22996
FY20,Sep,Upper Harbour,Albany Village,20688
FY20,Sep,Other,Art Gallery,47
FY20,Sep,Whau,Avondale,8182
FY20,Sep,Kaipatiki,Birkenhead,21112
FY20,Sep,Whau,Blockhouse Bay,17635
FY20,Sep,Howick,Botany,0
FY20,Sep,Waitemata,Central City,29903
FY20,Sep,Manurewa,Clendon,3262
FY20,Sep,Other,Content and Access,66
FY20,Sep,Other,Corporate,67
FY20,Sep,Other,Debt,0
FY20,Sep,Devonport - Takapuna,Devonport,18346
FY20,Sep,Other,Digital Library,0
FY20,Sep,Hibiscus and Bays,East Coast Bays,45741
FY20,Sep,Albert - Eden,Epsom,22245
FY20,Sep,Other,Events Library,41
FY20,Sep,Waitakere Ranges,Glen Eden,15753
FY20,Sep,Maungakiekie-Tamaki,Glen Innes,7447
FY20,Sep,Kaipatiki,Glenfield,27543
FY20,Sep,Great Barrier,Great Barrier,898
FY20,Sep,Waitemata,Grey Lynn,11316
FY20,Sep,Rodney,Helensville,5143
FY20,Sep,Henderson - Massey,Henderson,17370
FY20,Sep,Howick,Highland Park,30635
FY20,Sep,Mobile Libraries,Homecare North,221
FY20,Sep,Mobile Libraries,Homecare West,133
FY20,Sep,Howick,Howick,31566
FY20,Sep,Rodney,Kumeu,11136
FY20,Sep,Waitemata,Leys Institute,10266
FY20,Sep,Waitemata,Leys Institute Little,0
FY20,Sep,Other,Library Connect,183
FY20,Sep,Rodney,Mahurangi East,6366
FY20,Sep,Mangere-Otahuhu,Mangere Bridge,7715
FY20,Sep,Mangere-Otahuhu,Mangere East,1984
FY20,Sep,Mangere-Otahuhu,Mangere Town Centre,2226
FY20,Sep,Otara-Papatoetoe,Manukau,8786
FY20,Sep,Manurewa,Manurewa,13317
FY20,Sep,Henderson - Massey,Massey,0
FY20,Sep,Mobile Libraries,Mobile North,1369
FY20,Sep,Mobile Libraries,Mobile South & East,2669
FY20,Sep,Mobile Libraries,Mobile Tamariki,204
FY20,Sep,Mobile Libraries,Mobile Waka,577
FY20,Sep,Mobile Libraries,Mobile West & Central,2300
FY20,Sep,Albert - Eden,Mt Albert,29414
FY20,Sep,Puketapapa,Mt Roskill,33426
FY20,Sep,Whau,New Lynn,21150
FY20,Sep,Kaipatiki,Northcote,12239
FY20,Sep,Maungakiekie-Tamaki,Onehunga,14446
FY20,Sep,Other,Online Renewals,0
FY20,Sep,Hibiscus and Bays,Orewa,29253
FY20,Sep,Mangere-Otahuhu,Otahuhu,3439
FY20,Sep,Otara-Papatoetoe,Otara,2148
FY20,Sep,Other,Other,1110
FY20,Sep,Howick,Pakuranga,24410
FY20,Sep,Maungakiekie-Tamaki,Panmure,10662
FY20,Sep,Papakura,Papakura,19974
FY20,Sep,Otara-Papatoetoe,Papatoetoe,8487
FY20,Sep,Waitemata,Parnell,10782
FY20,Sep,Albert - Eden,Pt Chevalier,13101
FY20,Sep,Franklin,Pukekohe,23601
FY20,Sep,Henderson - Massey,Ranui,8992
FY20,Sep,Orakei,Remuera,27003
FY20,Sep,Orakei,St Heliers,29469
FY20,Sep,Devonport - Takapuna,Takapuna,30892
FY20,Sep,Henderson - Massey,Te Atatu Peninsula,12736
FY20,Sep,Henderson - Massey,Te Manawa,30080
FY20,Sep,Waitakere Ranges,Titirangi,14379
FY20,Sep,Otara-Papatoetoe,Tupu,0
FY20,Sep,Waiheke,Waiheke,10072
FY20,Sep,Franklin,Waiuku,7139
FY20,Sep,Rodney,Warkworth,11818
FY20,Sep,Rodney,Wellsford,5055
FY20,Sep,Hibiscus and Bays,Whangaparaoa,20750
FY20,Oct,Upper Harbour,Albany Village,20903
FY20,Oct,Other,Art Gallery,19
FY20,Oct,Whau,Avondale,8180
FY20,Oct,Kaipatiki,Birkenhead,20930
FY20,Oct,Whau,Blockhouse Bay,19282
FY20,Oct,Howick,Botany,17904
FY20,Oct,Waitemata,Central City,29291
FY20,Oct,Manurewa,Clendon,3324
FY20,Oct,Other,Content and Access,88
FY20,Oct,Other,Corporate,76
FY20,Oct,Other,Debt,0
FY20,Oct,Devonport - Takapuna,Devonport,19186
FY20,Oct,Other,Digital Library,0
FY20,Oct,Hibiscus and Bays,East Coast Bays,44115
FY20,Oct,Albert - Eden,Epsom,22155
FY20,Oct,Other,Events Library,22
FY20,Oct,Waitakere Ranges,Glen Eden,17350
FY20,Oct,Maungakiekie-Tamaki,Glen Innes,8342
FY20,Oct,Kaipatiki,Glenfield,28916
FY20,Oct,Great Barrier,Great Barrier,1034
FY20,Oct,Waitemata,Grey Lynn,11189
FY20,Oct,Rodney,Helensville,5634
FY20,Oct,Henderson - Massey,Henderson,17503
FY20,Oct,Howick,Highland Park,27421
FY20,Oct,Mobile Libraries,Homecare North,172
FY20,Oct,Mobile Libraries,Homecare West,247
FY20,Oct,Howick,Howick,28901
FY20,Oct,Rodney,Kumeu,11431
FY20,Oct,Waitemata,Leys Institute,10687
FY20,Oct,Waitemata,Leys Institute Little,0
FY20,Oct,Other,Library Connect,126
FY20,Oct,Rodney,Mahurangi East,7071
FY20,Oct,Mangere-Otahuhu,Mangere Bridge,8236
FY20,Oct,Mangere-Otahuhu,Mangere East,2023
FY20,Oct,Mangere-Otahuhu,Mangere Town Centre,2778
FY20,Oct,Otara-Papatoetoe,Manukau,7841
FY20,Oct,Manurewa,Manurewa,14535
FY20,Oct,Henderson - Massey,Massey,0
FY20,Oct,Mobile Libraries,Mobile North,1380
FY20,Oct,Mobile Libraries,Mobile South & East,3471
FY20,Oct,Mobile Libraries,Mobile Tamariki,119
FY20,Oct,Mobile Libraries,Mobile Waka,227
FY20,Oct,Mobile Libraries,Mobile West & Central,2138
FY20,Oct,Albert - Eden,Mt Albert,30575
FY20,Oct,Puketapapa,Mt Roskill,33929
FY20,Oct,Whau,New Lynn,21575
FY20,Oct,Kaipatiki,Northcote,11840
FY20,Oct,Maungakiekie-Tamaki,Onehunga,15403
FY20,Oct,Other,Online Renewals,0
FY20,Oct,Hibiscus and Bays,Orewa,29984
FY20,Oct,Mangere-Otahuhu,Otahuhu,3269
FY20,Oct,Otara-Papatoetoe,Otara,1602
FY20,Oct,Other,Other,0
FY20,Oct,Howick,Pakuranga,22924
FY20,Oct,Maungakiekie-Tamaki,Panmure,11267
FY20,Oct,Papakura,Papakura,21315
FY20,Oct,Otara-Papatoetoe,Papatoetoe,9075
FY20,Oct,Waitemata,Parnell,10695
FY20,Oct,Albert - Eden,Pt Chevalier,13241
FY20,Oct,Franklin,Pukekohe,25460
FY20,Oct,Henderson - Massey,Ranui,9312
FY20,Oct,Orakei,Remuera,26692
FY20,Oct,Orakei,St Heliers,29816
FY20,Oct,Devonport - Takapuna,Takapuna,31234
FY20,Oct,Henderson - Massey,Te Atatu Peninsula,13524
FY20,Oct,Henderson - Massey,Te Manawa,31488
FY20,Oct,Waitakere Ranges,Titirangi,15255
FY20,Oct,Otara-Papatoetoe,Tupu,0
FY20,Oct,Waiheke,Waiheke,10478
FY20,Oct,Franklin,Waiuku,7944
FY20,Oct,Rodney,Warkworth,12255
FY20,Oct,Rodney,Wellsford,5483
FY20,Oct,Hibiscus and Bays,Whangaparaoa,21687
FY20,Nov,Upper Harbour,Albany Village,20377
FY20,Nov,Other,Art Gallery,13
FY20,Nov,Whau,Avondale,8165
FY20,Nov,Kaipatiki,Birkenhead,19747
FY20,Nov,Whau,Blockhouse Bay,16908
FY20,Nov,Howick,Botany,22142
FY20,Nov,Waitemata,Central City,28230
FY20,Nov,Manurewa,Clendon,3009
FY20,Nov,Other,Content and Access,48
FY20,Nov,Other,Corporate,81
FY20,Nov,Other,Debt,7
FY20,Nov,Devonport - Takapuna,Devonport,17154
FY20,Nov,Other,Digital Library,0
FY20,Nov,Other,Distribution Centre,0
FY20,Nov,Hibiscus and Bays,East Coast Bays,43334
FY20,Nov,Albert - Eden,Epsom,21719
FY20,Nov,Other,Events Library,44
FY20,Nov,Waitakere Ranges,Glen Eden,15335
FY20,Nov,Maungakiekie-Tamaki,Glen Innes,6646
FY20,Nov,Kaipatiki,Glenfield,25696
FY20,Nov,Great Barrier,Great Barrier,919
FY20,Nov,Waitemata,Grey Lynn,2560
FY20,Nov,Rodney,Helensville,4976
FY20,Nov,Henderson - Massey,Henderson,15703
FY20,Nov,Howick,Highland Park,25312
FY20,Nov,Mobile Libraries,Homecare North,145
FY20,Nov,Mobile Libraries,Homecare South,7
FY20,Nov,Mobile Libraries,Homecare West,274
FY20,Nov,Howick,Howick,24599
FY20,Nov,Rodney,Kumeu,11176
FY20,Nov,Waitemata,Leys Institute,11753
FY20,Nov,Waitemata,Leys Institute Little,0
FY20,Nov,Other,Library Connect,107
FY20,Nov,Rodney,Mahurangi East,6818
FY20,Nov,Mangere-Otahuhu,Mangere Bridge,7812
FY20,Nov,Mangere-Otahuhu,Mangere East,2094
FY20,Nov,Mangere-Otahuhu,Mangere Town Centre,1904
FY20,Nov,Otara-Papatoetoe,Manukau,7102
FY20,Nov,Manurewa,Manurewa,13443
FY20,Nov,Henderson - Massey,Massey,0
FY20,Nov,Mobile Libraries,Mobile North,1874
FY20,Nov,Mobile Libraries,Mobile South & East,3651
FY20,Nov,Mobile Libraries,Mobile Tamariki,226
FY20,Nov,Mobile Libraries,Mobile Waka,278
FY20,Nov,Mobile Libraries,Mobile West & Central,1188
FY20,Nov,Albert - Eden,Mt Albert,28782
FY20,Nov,Puketapapa,Mt Roskill,30873
FY20,Nov,Whau,New Lynn,19627
FY20,Nov,Kaipatiki,Northcote,10767
FY20,Nov,Maungakiekie-Tamaki,Onehunga,13999
FY20,Nov,Other,Online Renewals,0
FY20,Nov,Hibiscus and Bays,Orewa,27274
FY20,Nov,Mangere-Otahuhu,Otahuhu,3204
FY20,Nov,Otara-Papatoetoe,Otara,1533
FY20,Nov,Other,Other,0
FY20,Nov,Howick,Pakuranga,19369
FY20,Nov,Maungakiekie-Tamaki,Panmure,10311
FY20,Nov,Papakura,Papakura,20454
FY20,Nov,Otara-Papatoetoe,Papatoetoe,8739
FY20,Nov,Waitemata,Parnell,10216
FY20,Nov,Albert - Eden,Pt Chevalier,14427
FY20,Nov,Franklin,Pukekohe,22731
FY20,Nov,Henderson - Massey,Ranui,8582
FY20,Nov,Orakei,Remuera,25383
FY20,Nov,Orakei,St Heliers,28371
FY20,Nov,Devonport - Takapuna,Takapuna,29318
FY20,Nov,Henderson - Massey,Te Atatu Peninsula,12051
FY20,Nov,Henderson - Massey,Te Manawa,27124
FY20,Nov,Waitakere Ranges,Titirangi,14191
FY20,Nov,Otara-Papatoetoe,Tupu,80
FY20,Nov,Waiheke,Waiheke,9047
FY20,Nov,Franklin,Waiuku,7048
FY20,Nov,Rodney,Warkworth,11459
FY20,Nov,Rodney,Wellsford,4664
FY20,Nov,Hibiscus and Bays,Whangaparaoa,19198
FY20,Dec,Upper Harbour,Albany Village,19486
FY20,Dec,Other,Art Gallery,15
FY20,Dec,Whau,Avondale,7953
FY20,Dec,Kaipatiki,Birkenhead,18913
FY20,Dec,Whau,Blockhouse Bay,18315
FY20,Dec,Howick,Botany,25179
FY20,Dec,Waitemata,Central City,27627
FY20,Dec,Manurewa,Clendon,2595
FY20,Dec,Other,Content and Access,61
FY20,Dec,Other,Corporate,71
FY20,Dec,Other,Debt,7
FY20,Dec,Devonport - Takapuna,Devonport,17546
FY20,Dec,Other,Digital Library,0
FY20,Dec,Other,Distribution Centre,0
FY20,Dec,Hibiscus and Bays,East Coast Bays,42800
FY20,Dec,Albert - Eden,Epsom,21357
FY20,Dec,Other,Events Library,15
FY20,Dec,Waitakere Ranges,Glen Eden,13864
FY20,Dec,Maungakiekie-Tamaki,Glen Innes,6838
FY20,Dec,Kaipatiki,Glenfield,24642
FY20,Dec,Great Barrier,Great Barrier,1099
FY20,Dec,Waitemata,Grey Lynn,9460
FY20,Dec,Rodney,Helensville,4257
FY20,Dec,Henderson - Massey,Henderson,16107
FY20,Dec,Howick,Highland Park,25036
FY20,Dec,Mobile Libraries,Homecare North,164
FY20,Dec,Mobile Libraries,Homecare South,2
FY20,Dec,Mobile Libraries,Homecare West,361
FY20,Dec,Howick,Howick,24120
FY20,Dec,Rodney,Kumeu,10805
FY20,Dec,Waitemata,Leys Institute,7529
FY20,Dec,Waitemata,Leys Institute Little,0
FY20,Dec,Other,Library Connect,58
FY20,Dec,Rodney,Mahurangi East,7049
FY20,Dec,Mangere-Otahuhu,Mangere Bridge,7887
FY20,Dec,Mangere-Otahuhu,Mangere East,1702
FY20,Dec,Mangere-Otahuhu,Mangere Town Centre,1840
FY20,Dec,Otara-Papatoetoe,Manukau,4897
FY20,Dec,Manurewa,Manurewa,12939
FY20,Dec,Henderson - Massey,Massey,0
FY20,Dec,Mobile Libraries,Mobile North,932
FY20,Dec,Mobile Libraries,Mobile South & East,2192
FY20,Dec,Mobile Libraries,Mobile Tamariki,111
FY20,Dec,Mobile Libraries,Mobile Waka,372
FY20,Dec,Mobile Libraries,Mobile West & Central,479
FY20,Dec,Albert - Eden,Mt Albert,28506
FY20,Dec,Puketapapa,Mt Roskill,30732
FY20,Dec,Whau,New Lynn,19468
FY20,Dec,Kaipatiki,Northcote,10658
FY20,Dec,Maungakiekie-Tamaki,Onehunga,13945
FY20,Dec,Other,Online Renewals,0
FY20,Dec,Hibiscus and Bays,Orewa,28248
FY20,Dec,Mangere-Otahuhu,Otahuhu,3026
FY20,Dec,Otara-Papatoetoe,Otara,1125
FY20,Dec,Other,Other,0
FY20,Dec,Howick,Pakuranga,18970
FY20,Dec,Maungakiekie-Tamaki,Panmure,10391
FY20,Dec,Papakura,Papakura,19912
FY20,Dec,Otara-Papatoetoe,Papatoetoe,8556
FY20,Dec,Waitemata,Parnell,9336
FY20,Dec,Albert - Eden,Pt Chevalier,12431
FY20,Dec,Franklin,Pukekohe,21669
FY20,Dec,Henderson - Massey,Ranui,8410
FY20,Dec,Orakei,Remuera,26098
FY20,Dec,Orakei,St Heliers,28200
FY20,Dec,Devonport - Takapuna,Takapuna,29815
FY20,Dec,Henderson - Massey,Te Atatu Peninsula,10891
FY20,Dec,Henderson - Massey,Te Manawa,26901
FY20,Dec,Waitakere Ranges,Titirangi,12863
FY20,Dec,Otara-Papatoetoe,Tupu,734
FY20,Dec,Waiheke,Waiheke,10044
FY20,Dec,Franklin,Waiuku,7147
FY20,Dec,Rodney,Warkworth,12075
FY20,Dec,Rodney,Wellsford,4892
FY20,Dec,Hibiscus and Bays,Whangaparaoa,20294
FY20,Jan,Upper Harbour,Albany Village,19004
FY20,Jan,Other,Art Gallery,28
FY20,Jan,Whau,Avondale,8616
FY20,Jan,Kaipatiki,Birkenhead,21936
FY20,Jan,Whau,Blockhouse Bay,18970
FY20,Jan,Howick,Botany,29934
FY20,Jan,Waitemata,Central City,31660
FY20,Jan,Manurewa,Clendon,2920
FY20,Jan,Other,Content and Access,56
FY20,Jan,Other,Corporate,83
FY20,Jan,Other,Debt,1
FY20,Jan,Devonport - Takapuna,Devonport,19005
FY20,Jan,Other,Digital Library,0
FY20,Jan,Other,Distribution Centre,0
FY20,Jan,Hibiscus and Bays,East Coast Bays,45263
FY20,Jan,Albert - Eden,Epsom,21632
FY20,Jan,Other,Events Library,0
FY20,Jan,Waitakere Ranges,Glen Eden,16751
FY20,Jan,Maungakiekie-Tamaki,Glen Innes,7433
FY20,Jan,Kaipatiki,Glenfield,27700
FY20,Jan,Great Barrier,Great Barrier,1177
FY20,Jan,Waitemata,Grey Lynn,13502
FY20,Jan,Rodney,Helensville,5116
FY20,Jan,Henderson - Massey,Henderson,17469
FY20,Jan,Howick,Highland Park,26211
FY20,Jan,Mobile Libraries,Homecare North,58
FY20,Jan,Mobile Libraries,Homecare South,64
FY20,Jan,Mobile Libraries,Homecare West,2
FY20,Jan,Howick,Howick,25196
FY20,Jan,Rodney,Kumeu,11722
FY20,Jan,Waitemata,Leys Institute,0
FY20,Jan,Waitemata,Leys Institute Little,0
FY20,Jan,Other,Library Connect,105
FY20,Jan,Rodney,Mahurangi East,7098
FY20,Jan,Mangere-Otahuhu,Mangere Bridge,8115
FY20,Jan,Mangere-Otahuhu,Mangere East,1756
FY20,Jan,Mangere-Otahuhu,Mangere Town Centre,2402
FY20,Jan,Otara-Papatoetoe,Manukau,6805
FY20,Jan,Manurewa,Manurewa,14208
FY20,Jan,Henderson - Massey,Massey,0
FY20,Jan,Mobile Libraries,Mobile North,1175
FY20,Jan,Mobile Libraries,Mobile South & East,1306
FY20,Jan,Mobile Libraries,Mobile Tamariki,225
FY20,Jan,Mobile Libraries,Mobile Waka,520
FY20,Jan,Mobile Libraries,Mobile West & Central,539
FY20,Jan,Albert - Eden,Mt Albert,31163
FY20,Jan,Puketapapa,Mt Roskill,30082
FY20,Jan,Whau,New Lynn,21565
FY20,Jan,Kaipatiki,Northcote,10605
FY20,Jan,Maungakiekie-Tamaki,Onehunga,15304
FY20,Jan,Other,Online Renewals,0
FY20,Jan,Hibiscus and Bays,Orewa,30034
FY20,Jan,Mangere-Otahuhu,Otahuhu,3116
FY20,Jan,Otara-Papatoetoe,Otara,1509
FY20,Jan,Other,Other,0
FY20,Jan,Howick,Pakuranga,19151
FY20,Jan,Maungakiekie-Tamaki,Panmure,11494
FY20,Jan,Papakura,Papakura,21588
FY20,Jan,Otara-Papatoetoe,Papatoetoe,9075
FY20,Jan,Waitemata,Parnell,9936
FY20,Jan,Albert - Eden,Pt Chevalier,13560
FY20,Jan,Franklin,Pukekohe,24078
FY20,Jan,Henderson - Massey,Ranui,9772
FY20,Jan,Orakei,Remuera,27365
FY20,Jan,Orakei,St Heliers,28916
FY20,Jan,Devonport - Takapuna,Takapuna,32371
FY20,Jan,Henderson - Massey,Te Atatu Peninsula,12676
FY20,Jan,Henderson - Massey,Te Manawa,30705
FY20,Jan,Waitakere Ranges,Titirangi,15373
FY20,Jan,Otara-Papatoetoe,Tupu,911
FY20,Jan,Waiheke,Waiheke,12531
FY20,Jan,Franklin,Waiuku,8377
FY20,Jan,Rodney,Warkworth,13201
FY20,Jan,Rodney,Wellsford,5799
FY20,Jan,Hibiscus and Bays,Whangaparaoa,22102
FY20,Feb,Upper Harbour,Albany Village,19315
FY20,Feb,Other,Art Gallery,25
FY20,Feb,Whau,Avondale,7916
FY20,Feb,Kaipatiki,Birkenhead,20625
FY20,Feb,Whau,Blockhouse Bay,17035
FY20,Feb,Howick,Botany,24749
FY20,Feb,Waitemata,Central City,28264
FY20,Feb,Manurewa,Clendon,2905
FY20,Feb,Other,Content and Access,101
FY20,Feb,Other,Corporate,68
FY20,Feb,Other,Debt,2
FY20,Feb,Devonport - Takapuna,Devonport,16858
FY20,Feb,Other,Digital Library,0
FY20,Feb,Other,Distribution Centre,0
FY20,Feb,Hibiscus and Bays,East Coast Bays,43693
FY20,Feb,Albert - Eden,Epsom,20267
FY20,Feb,Other,Events Library,23
FY20,Feb,Waitakere Ranges,Glen Eden,15105
FY20,Feb,Maungakiekie-Tamaki,Glen Innes,7502
FY20,Feb,Kaipatiki,Glenfield,26111
FY20,Feb,Great Barrier,Great Barrier,1189
FY20,Feb,Waitemata,Grey Lynn,14639
FY20,Feb,Rodney,Helensville,5237
FY20,Feb,Henderson - Massey,Henderson,15987
FY20,Feb,Howick,Highland Park,24216
FY20,Feb,Mobile Libraries,Homecare North,305
FY20,Feb,Mobile Libraries,Homecare South,78
FY20,Feb,Mobile Libraries,Homecare West,106
FY20,Feb,Howick,Howick,23967
FY20,Feb,Rodney,Kumeu,10966
FY20,Feb,Waitemata,Leys Institute,0
FY20,Feb,Waitemata,Leys Institute Little,0
FY20,Feb,Other,Library Connect,142
FY20,Feb,Rodney,Mahurangi East,6188
FY20,Feb,Mangere-Otahuhu,Mangere Bridge,7253
FY20,Feb,Mangere-Otahuhu,Mangere East,1667
FY20,Feb,Mangere-Otahuhu,Mangere Town Centre,1983
FY20,Feb,Otara-Papatoetoe,Manukau,6082
FY20,Feb,Manurewa,Manurewa,12573
FY20,Feb,Henderson - Massey,Massey,0
FY20,Feb,Mobile Libraries,Mobile North,1520
FY20,Feb,Mobile Libraries,Mobile South & East,3012
FY20,Feb,Mobile Libraries,Mobile Tamariki,229
FY20,Feb,Mobile Libraries,Mobile Waka,357
FY20,Feb,Mobile Libraries,Mobile West & Central,1832
